"Timestamp","How much Smalltalk experience do you have?","Where did you gain your Smalltalk experience?","How often do you develop software?","What Smalltalk dialect do you use primarily?","You mainly work ...","I access and/or inspect objects ... [Select:]","I modify variables in inspector windows ... [Select:]","I evaluate code snippets and/or run methods in inspector windows ... [Select:]","I keep inspector windows open for long periods of time. [Select:]","It is easy to access objects. [Confirm:]","Smalltalk offers many ways to access or inspect objects. [Confirm:]","Accessing objects helps me to understand how programs work. [Confirm:]","Accessing objects helps me to get immediate information about objects and/or program states. [Confirm:]","I debug programs ... [Select:]","I modify variables in debugger windows ... [Select:]","I evaluate code snippets and/or run methods in debugger windows ... [Select:]","Debugging programs helps me to understand how the programs work. [Confirm:]","Debugging programs helps me to get immediate information about program behaviors and/or states. [Confirm:]","I modify source code of running programs ... [Select:]","Modifying running programs helps me to understand how programs work. [Confirm:]","When I change the source code of a running program, I expect to see the effect of my changes immediately or very soon after. [Confirm:]","I write code snippets ... [Select:]","Writing code snippets helps me to identify what is the cause of a bug. [Confirm:]","Writing code snippets helps me to learn new libraries and/or programs. [Confirm:]","Writing code snippets helps me to identify how I should structure my source code. [Confirm:]","Writing code snippets helps me to get immediate information about program behaviors and/or states. [Confirm:]","I search for source code examples ... [in example classes and/or methods]","I search for source code examples ... [in class and/or method comments]","I search for source code examples ... [in help and/or example browsers]","I search for source code examples ... [in test cases]","I search for source code examples ... [in general source code]","I search for source code examples ... [on Internet and/or books]","Relevant source code examples are easy to find. [Confirm:]","Source code examples are easy to execute. [Confirm:]","Source code examples are easy to modify. [Confirm:]","Source code examples helps me to learn new libraries and/or programs. [Confirm:]","How often do you ask for examples, program usages, and/or issue solutions ... [to colleagues in person?]","How often do you ask for examples, program usages, and/or issue solutions ... [in chats and/or mailing lists?]","What do you use (attach) when discussing programming issues electronically? [screenshots]","What do you use (attach) when discussing programming issues electronically? [code snippets]","What do you use (attach) when discussing programming issues electronically? [source code]","What do you use (attach) when discussing programming issues electronically? [links to source code]","What do you use (attach) when discussing programming issues electronically? [patches or bug fixes]","What do you use (attach) when discussing programming issues electronically? [stack traces in text forms]","What do you use (attach) when discussing programming issues electronically? [serialized objects and/or programs]","What do you use (attach) when discussing programming issues electronically? [serialized stack traces]","It is easier to read a source code, rather than write a test case for it. [Familiar code]","It is easier to read a source code, rather than write a test case for it. [Unfamiliar code]","It is easier to read a source code, rather than write a code snippet to run it. [Familiar code]","It is easier to read a source code, rather than write a code snippet to run it. [Unfamiliar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Familiar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Unfamiliar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Familiar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Unfamiliar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Familiar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Unfamiliar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Familiar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Unfamiliar code]","Live programming in Smalltalk","Electronic communication in Smalltalk"
"2017/08/03 6:32:10 AM GMT-3","6 to 10 years","In both (academia and industry)","Daily","Pharo","in a shared office","Very often","Regularly","Very often","Rarely","Agree","Somewhat agree","Agree","Agree","Very often","Often","Often","Agree","Agree","Regularly","Somewhat agree","Somewhat agree","Often","Neutral","Agree","Neutral","Somewhat agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Often","Often","Rarely","Somewhat disagree","Neutral","Neutral","Somewhat agree","Rarely","Rarely","I do not want or need","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","Neutral","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","I do not know","Disagree","Disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","","I would have liked to see a question that addresses the relative importance of examples / snippets vs. source code reading. E.g. I like to be able to run some code examples but only after I've had a glance at the code to form a mental model. Running the code either confirms my mental model or prompts me to refine it."
"2017/08/03 6:43:59 AM GMT-3","more than 10 years","Primarily in academia (student, profesor)","Weekly","VisualWorks","remotely, my co-workers are in other buildings and/or cities","Very often","Rarely","Very often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Very often","Rarely","Very often","Agree","Agree","Regularly","Agree","Agree","Very often","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Regularly","Regularly","Rarely","Very often","Regularly","Occasionally/ Sometimes","Disagree","Agree","Agree","Agree","Regularly","Regularly","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do easily","I do easily","I do not want or need","I do not want or need","Disagree","Disagree","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Agree","Agree","Neutral","Neutral","","We use comm tools like hangout / slack / skype / teamviewer a lot (depends on which colleague /customer  i'm communicating with), so we can share our screens and use headset. Works ok."
"2017/08/03 6:50:52 AM GMT-3","2 years or less","Primarily in industry","Daily","Pharo","in a shared office","Very often","Occasionally/ Sometimes","Occasionally/ Sometimes","Very often","Disagree","Disagree","Disagree","Disagree","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Disagree","Disagree","Very often","Disagree","Disagree","Very often","Disagree","Disagree","Disagree","Disagree","Very often","Very often","Very often","Very often","Very often","Very often","Somewhat disagree","Agree","Agree","Agree","Very often","Very often","","I do easily","I do, but exchanging it is (too) difficult","I do not want or need","I do, but exchanging it is (too) difficult","I do not want or need","I do, but exchanging it is (too) difficult","I do not want or need","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Agree","Agree","",""
"2017/08/03 6:51:21 AM GMT-3","more than 10 years","In both (academia and industry)","Weekly","VisualWorks","in a shared office","Often","Occasionally/ Sometimes","Regularly","Occasionally/ Sometimes","Agree","Agree","Somewhat agree","Agree","Often","Occasionally/ Sometimes","Regularly","Somewhat agree","Somewhat agree","Regularly","Somewhat agree","Agree","Occasionally/ Sometimes","Neutral","Neutral","Neutral","Somewhat agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Regularly","Often","Occasionally/ Sometimes","Somewhat agree","Neutral","Agree","Agree","Occasionally/ Sometimes","Rarely","I do not want or need","I do easily","I do not, because exchanging it is too complex","Not applicable","I do easily","I do easily","I do not want or need","I do not want or need","Neutral","Somewhat agree","Somewhat disagree","Neutral","Neutral","Somewhat agree","Somewhat disagree","Neutral","Not applicable","Neutral","Somewhat disagree","Neutral","",""
"2017/08/03 6:57:40 AM GMT-3","3 to 5 years","In both (academia and industry)","Daily","Pharo","in a single person office","Very often","Occasionally/ Sometimes","Very often","Often","Agree","Agree","Agree","Agree","Very often","Occasionally/ Sometimes","Very often","Agree","Agree","Often","Somewhat disagree","Somewhat agree","Regularly","Somewhat disagree","Disagree","Disagree","Disagree","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Very often","Very often","Regularly","Neutral","Agree","Somewhat agree","Somewhat agree","Often","Occasionally/ Sometimes","I do easily","I do easily","I do not want or need","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do easily","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Somewhat agree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat agree","Agree","Disagree","Neutral","",""
"2017/08/03 7:02:36 AM GMT-3","more than 10 years","Academia, industry, open source community and personal projects.","Daily","Cuis. Why didn't you include it?","in a shared office","Very often","Often","Very often","Very often","Agree","Agree","Agree","Agree","Often","Rarely","Occasionally/ Sometimes","Agree","Agree","Often","Agree","Agree","Very often","Somewhat agree","Agree","Agree","Agree","Often","Often","Rarely","Rarely","Often","Rarely","Agree","Agree","Agree","Agree","Occasionally/ Sometimes","Often","I do not want or need","I do easily","I do easily","I do not want or need","I do easily","I do not want or need","I do not want or need","I do not want or need","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Agree","Agree","",""
"2017/08/03 7:19:56 AM GMT-3","more than 10 years","In both (academia and industry)","Weekly","Pharo","in a shared office","Very often","Often","Often","Often","Agree","Agree","Agree","Agree","Very often","Very often","Often","Agree","Agree","Often","Somewhat agree","Agree","Very often","Agree","Somewhat agree","Not applicable","Agree","Very often","Occasionally/ Sometimes","Rarely","Very often","Often","Occasionally/ Sometimes","Somewhat agree","Agree","Agree","Agree","Rarely","Occasionally/ Sometimes","I do easily","I do easily","I do easily","","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Neutral","Neutral","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neutral","Neutral","Neutral","Neutral","",""
"2017/08/03 7:33:49 AM GMT-3","more than 10 years","In both (academia and industry)","Daily","Visual Smalltalk Enterprise","alone, without co-workers","Occasionally/ Sometimes","Rarely","Very often","Rarely","Agree","Agree","I do not know","Agree","Often","Rarely","Very often","Neutral","Neutral","Not applicable","I do not know","Disagree","Rarely","Neutral","Not applicable","Agree","Agree","Very often","Very often","Very often","Very often","Very often","Very often","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Occasionally/ Sometimes","Rarely","I do not know","I do not know","I do not know","I do not know","I do not know","I do not know","I do not know","I do not know","Agree","Somewhat agree","Agree","Agree","Somewhat agree","Disagree","Disagree","Disagree","Agree","Agree","Somewhat agree","Somewhat agree","The best environment","I am not skilled enough"
"2017/08/03 7:37:04 AM GMT-3","2 years or less","in my spare time","Daily","Pharo;Squeak","alone, without co-workers","Often","Rarely","Often","Often","Agree","Agree","Somewhat disagree","Agree","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Somewhat disagree","Agree","Regularly","Somewhat disagree","Agree","Often","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Often","Often","Often","Often","Often","Often","Somewhat disagree","Neutral","Not applicable","Agree","Not applicable","Occasionally/ Sometimes","","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do not want or need","I do not want or need","I do not want or need","I do not want or need","Agree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Agree","Agree","Agree","Roassal's code inspection tools are the best innovation in Smalltalk in recent years, particularly the graphs showing which messages are sent between which objects",""
"2017/08/03 7:41:14 AM GMT-3","more than 10 years","In both (academia and industry)","Weekly","Pharo","remotely, my co-workers are in other buildings and/or cities","Often","Occasionally/ Sometimes","Very often","Regularly","Agree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","Often","Somewhat agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Somewhat agree","Often","Regularly","Occasionally/ Sometimes","Regularly","Regularly","Very often","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do easily","Not applicable","Not applicable","Not applicable","Not applicable","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","Not applicable","Somewhat agree","Somewhat agree","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neutral","Neutral","Love tools like GT Inspector, would like to see user / dialog integration of this with Roassal / Mondrian","Would be great to have built in collaboration tools, such as chat / whiteboard (shared editing). VOIP would also be useful"
"2017/08/03 7:43:12 AM GMT-3","3 to 5 years","Private non-industry","Daily","Pharo","alone, without co-workers","Very often","I do not know","Very often","Rarely","Agree","Neutral","Agree","Agree","Regularly","I do not know","Occasionally/ Sometimes","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Occasionally/ Sometimes","Very often","Disagree","Neutral","Neutral","Agree","Not applicable","Rarely","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Neutral","Somewhat agree","Neutral","Somewhat disagree","Neutral","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Neutral","",""
"2017/08/03 7:49:28 AM GMT-3","2 years or less","In both (academia and industry)","Daily","Pharo;Squeak","in a shared office","Very often","Very often","Very often","Very often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Occasionally/ Sometimes","Somewhat agree","Somewhat agree","Often","Somewhat agree","Agree","Agree","Somewhat agree","Regularly","Very often","Occasionally/ Sometimes","Regularly","Often","Often","Somewhat agree","Agree","I do not know","Agree","Very often","Often","I do, but exchanging it is (too) difficult","Not applicable","Not applicable","I do easily","Not applicable","I do easily","Not applicable","Not applicable","Agree","Disagree","Disagree","Agree","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","",""
"2017/08/03 7:55:16 AM GMT-3","3 to 5 years","self-study","Weekly","Pharo","in a shared office","Very often","Rarely","Often","Rarely","Agree","Agree","Agree","Agree","Often","Rarely","Rarely","Agree","Agree","Rarely","I do not know","Somewhat agree","Regularly","Agree","Agree","Somewhat agree","Agree","Rarely","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Somewhat disagree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","I do not want or need","I do easily","I do easily","I do easily","I do not want or need","I do easily","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Agree","Somewhat disagree","Disagree","Disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Agree","Agree","Agree","","Tools to improve the pair/mob programming capabilities in Smalltalk."
"2017/08/03 7:56:56 AM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks;VisualAge","in a shared office","Very often","Occasionally/ Sometimes","Regularly","Regularly","Agree","Agree","Agree","Agree","Very often","Regularly","Often","Agree","Agree","Very often","Agree","Agree","Often","Agree","Neutral","Somewhat disagree","Agree","Occasionally/ Sometimes","Very often","Rarely","Occasionally/ Sometimes","Very often","Rarely","Agree","Agree","Agree","Somewhat agree","Regularly","Occasionally/ Sometimes","I do easily","I do easily","I do easily","","I do easily","I do easily","I do easily","Not applicable","Agree","Agree","Agree","Somewhat agree","Agree","Somewhat agree","Neutral","Neutral","Somewhat agree","Somewhat agree","Disagree","Disagree","",""
"2017/08/03 8:04:45 AM GMT-3","more than 10 years","Primarily in industry","Daily","GemStone;Visaul Age Smalltalk (VAST)","remotely, my co-workers are in other buildings and/or cities","Very often","Very often","Very often","Very often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Often","Agree","Agree","Neutral","Agree","Regularly","Rarely","Regularly","Often","Very often","Occasionally/ Sometimes","Neutral","Neutral","Agree","Agree","Regularly","Occasionally/ Sometimes","I do, but exchanging it is (too) difficult","I do easily","I do easily","Not applicable","","I do easily","","","Neutral","Agree","Somewhat agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","When fixing bugs, finding the bug and fixing it in the debugger is great. I have worked on projects (one was a major shipping company using Gemstone) where the official waterfall method was: (1) identify the problem, (2) submit a document with the proposed fix, (3) after approval make the changes, (4) test. In reality we did the following: (1) used the debugger to identify the problem, made the code change, and tested it, and saved the classes with the changes, (2) submitted the document with the proposed fix, (3) applied/merged the changes into the system.

Another time a on a corporate website re-branding project, the UX developer commented about CSS that one can change it without recompiling. Then he thought for a second and said, 'You Smalltalk guys can do that with everything.' He was envious.

I am currently researching some complex ideas in Gemstone and I have been able to use Gt4Gemstone and the Glamour browser to make it much easier to understand the object structure through the Glamour inspector and extending the Glamour class browser. To me these are invaluable tools to help manage the complexity of objects. ","I have not done a lot of this. I have generally used screenshots, and shared bits of code or Applications within Envy. This is useful but to have a truly live development environment where both are working on same code would be interesting. It could be helpful but I am not certain how helpful. I would have to think more about the use cases."
